domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
palisadeseye.com,palisadeseye.com,False,True,False,,,,,,,,,,,"0, mail.palisadeseye.com",,,v=spf1 a mx ptr include:secureserver.net ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5,A DMARC record does not exist for this domain or its base domain,,ns73.domaincontrol.com|ns74.domaincontrol.com,,
payprs.com,payprs.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,payprs.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
pcaasc.com,pcaasc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('pcaasc.com does not have a SPF TXT record ', 'pcaasc.com')",,A DMARC record does not exist for this domain or its base domain,,ns31.domaincontrol.com|ns32.domaincontrol.com,,
pcnhealth.com,pcnhealth.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('pcnhealth.com does not have a SPF TXT record ', 'pcnhealth.com')",,A DMARC record does not exist for this domain or its base domain,,edns4.ultradns.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.org|edns4.ultradns.net|epla1.corpnamesvcs.com,,
pcslouisville.com,pcslouisville.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('pcslouisville.com does not have a SPF TXT record ', 'pcslouisville.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
pcsurgery.org,pcsurgery.org,False,False,False,,,,,,,,,,,"1, pcsurgery-org.mail.protection.outlook.com",,,,,,,The domain pcsurgery-org.mail.protection.outlook.com does not exist,"('pcsurgery.org does not have a SPF TXT record ', 'pcsurgery.org')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
pegisolutions.com,pegisolutions.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:e9fbkgxn@ag.c1.dmarcian.com|mailto:unitedhealthgroup@rua.agari.com,mailto:e9fbkgxn@fr.c1.dmarcian.com|mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:98.114.193.6 ip4:147.160.167.14 ip4:147.160.167.15 ip4:208.91.114.151 ip4:50.201.229.18 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com include:aspmx.pardot.com include:spf.myconnectwise.net -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:e9fbkgxn@ag.c1.dmarcian.com,mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:e9fbkgxn@fr.c1.dmarcian.com,mailto:unitedhealthgroup@ruf.agari.com",pegisolutions.com,,,,,,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
peopleshealth.com,peopleshealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com include:amazonses.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,peopleshealth.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 198.203.174.9 is mail1.corpmailsvcs.com, but the A/AAAA DNS records for mail1.corpmailsvcs.com do not resolve to 198.203.174.9|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 198.203.176.100 is mail10.corpmailsvcs.com, but the A/AAAA DNS records for mail10.corpmailsvcs.com do not resolve to 198.203.176.100",,,,,dns1.cscdns.net|dns2.cscdns.net,,
phoenixmentalhealthpllc.com,phoenixmentalhealthpllc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('phoenixmentalhealthpllc.com does not have a SPF TXT record ', 'phoenixmentalhealthpllc.com')",,A DMARC record does not exist for this domain or its base domain,,ns-1351.awsdns-40.org|ns-1899.awsdns-45.co.uk|ns-39.awsdns-04.com|ns-554.awsdns-05.net,,
physiciansdaysurgery.net,physiciansdaysurgery.net,False,False,False,,,,,,,,,,,"10, mail.physiciansdaysurgery.net",,,,,,,"The domain fl-208-83-74-145.summit-broadband.com does not exist|The reverse DNS of 208.83.74.145 is fl-208-83-74-145.summit-broadband.com, but the A/AAAA DNS records for fl-208-83-74-145.summit-broadband.com do not resolve to 208.83.74.145","(SPFRecordNotFound('physiciansdaysurgery.net does not have a SPF TXT record', 'physiciansdaysurgery.net'), 'physiciansdaysurgery.net')",,A DMARC record does not exist for this domain or its base domain,,ns3.directnic.com|ns0.directnic.com|ns1.directnic.com|ns2.directnic.com,,
pomco.com,pomco.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com ip4:170.30.252.228 ip4:170.30.240.228 ip4:170.30.224.23 ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,pomco.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
portlandipa.com,portlandipa.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com ip4:67.131.40.44 ip4:70.182.48.44 ip4:96.76.120.145 include:spf.zixsmbhosted.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,portlandipa.com,,,,,,,ns49.domaincontrol.com|ns50.domaincontrol.com,,
practicepartners.org,practicepartners.org,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 a ptr mx include:spf.messagelabs.com include:cloudopscenter.net a:dispatch-us.ppe-hosted.com ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5|Duplicate include: spf.messagelabs.com,A DMARC record does not exist for this domain or its base domain,,ns3.p26.dynect.net|ns2.p26.dynect.net|ns1.p26.dynect.net|ns4.p26.dynect.net,,
preferredone.com,preferredone.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"1, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:168.220.109.96/27 ip4:66.128.144.88/29 include:spf.protection.outlook.com include:servers.mcsv.net include:_spfae.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,preferredone.com,,,,,,,pdns03.domaincontrol.com|pdns04.domaincontrol.com,,
primecare.com,primecare.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('primecare.com does not have a SPF TXT record', 'primecare.com'), 'primecare.com')",,A DMARC record does not exist for this domain or its base domain,,edns4.ultradns.org|edns4.ultradns.net|epla1.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.com|epla2.corpnamesvcs.com,,
prohealthmd.com,prohealthmd.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",prohealthmd.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
prosemedic.com,prosemedic.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:51.222.200.126 ip4:98.142.98.138 include:_spf.google.com include:_spfae.corpmailsvcs.com ~all,v=DMARC1;p=reject;sp=none;adkim=r;aspf=r;pct=100;fo=1;rf=afrf;ri=3600;rua=mailto:unitedhealthgroup@rua.agari.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,prosemedic.com,,,,,,,cdns.ovh.net|ns1.nssperu.ovh,,
radium.com.br,radium.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"1, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",radium.com.br,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 149.111.205.66 is ovarp0668.corpmailsvcs.com, but the A/AAAA DNS records for ovarp0668.corpmailsvcs.com do not resolve to 149.111.205.66",,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about radium.com.br - Authorization record not found: radium.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br|dnsext02.amilonline.com.br,,
rallyhealth.com,rallyhealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:z6paf9nu@ag.dmarcian.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:z6paf9nu@fr.dmarcian.com,none,"5, mailrnh.corpmailsvcs.com",,,v=spf1 include:sendgrid.net include:mg-spf.greenhouse.io  include:_spf.google.com include:_spf.salesforce.com include:_spfae.corpmailsvcs.com -all,"v=DMARC1; p=none; sp=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:z6paf9nu@ag.dmarcian.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:z6paf9nu@fr.dmarcian.com",rallyhealth.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 149.111.141.231 is mail101.corpmailsvcs.com, but the A/AAAA DNS records for mail101.corpmailsvcs.com do not resolve to 149.111.141.231",,,,,ns-1087.awsdns-07.org|ns-1866.awsdns-41.co.uk|ns-494.awsdns-61.com|ns-838.awsdns-40.net,,
ranchobernardosurgerycenter.com,ranchobernardosurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('ranchobernardosurgerycenter.com does not have a SPF TXT record ', 'ranchobernardosurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
refreshmentalhealth.com,refreshmentalhealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.120 ip4:66.206.11.214 ip4:66.206.11.210 include:spf.protection.outlook.com include:docebosaas.com include:_spfae.corpmailsvcs.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,refreshmentalhealth.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.net|edns4.ultradns.org,,
riversidesurgicalcenterrutherford.com,riversidesurgicalcenterrutherford.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('riversidesurgicalcenterrutherford.com does not have a SPF TXT record ', 'riversidesurgicalcenterrutherford.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
rmcs.com.co,rmcs.com.co,False,True,False,,,,,,,,,,,"10, rmcs-com-co.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns09.domaincontrol.com|ns10.domaincontrol.com,,
rmhp.org,rmhp.org,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:spf.mandrillapp.com include:mailgun.org include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,rmhp.org,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
rvohealth.com,rvohealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:ne5tw8jz@ag.us.dmarcian.com,mailto:ne5tw8jz@fr.us.dmarcian.com,reject,"0, rvohealth-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:_spf.paubox.com -all,v=DMARC1; p=reject; rua=mailto:ne5tw8jz@ag.us.dmarcian.com; ruf=mailto:ne5tw8jz@fr.us.dmarcian.com; fo=1;,rvohealth.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns-1078.awsdns-06.org|ns-1652.awsdns-14.co.uk|ns-454.awsdns-56.com|ns-675.awsdns-20.net,,
sandlakesurgical.com,sandlakesurgical.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('sandlakesurgical.com does not have a SPF TXT record ', 'sandlakesurgical.com')",,A DMARC record does not exist for this domain or its base domain,,ns92.worldnic.com|ns91.worldnic.com,,
santahelenasaude.com.br,santahelenasaude.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"10, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",santahelenasaude.com.br,,,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about santahelenasaude.com.br - Authorization record not found: santahelenasaude.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext04.amilonline.com.br|dnsext02.amilonline.com.br|dnsext01.amilonline.com.br|dnsext03.amilonline.com.br,,
sanvello.com,sanvello.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:MonitoringExo@sanvello.com|mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com include:_spf.salesforce.com include:mailgun.net include:u12915784.wl035.sendgrid.net ip4:35.236.210.191 ip4:35.233.168.62 ip4:35.185.253.62 ip4:35.188.232.138 ip4:167.89.103.19 ip4:209.61.151.0/24 ip4:166.78.68.0/22 ip4:198.61.254.0/23 ip4:192.237.158.0/23 ip4:23.253.182.0/23 ip4:104.130.96.0/28 ip4:146.20.113.0/24 ip4:146.20.191.0/24 ip4:159.135.224.0/20 ip4:69.72.32.0/20 ip4:104.130.122.0/23 ip4:146.20.112.0/26 ip4:161.38.192.0/20 ip4:143.55.224.0/21 ip4:143.55.232.0/22 ip4:159.112.240.0/20 ip4:141.193.32.0/23 ip4:159.135.140.80/29 ip4:159.135.132.128/25 ip4:161.38.204.0/22 ip4:87.253.232.0/21 ip4:185.189.236.0/22 ip4:185.211.120.0/22 ip4:185.250.236.0/22 ip4:143.55.236.0/22 ip4:209.85.220.69 ip4:149.72.118.115 ~all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:MonitoringExo@sanvello.com,mailto:unitedhealthgroup@rua.agari.com;  ruf=mailto:unitedhealthgroup@ruf.agari.com",sanvello.com,,,,,,,ns-1080.awsdns-07.org|ns-151.awsdns-18.com|ns-1645.awsdns-13.co.uk|ns-969.awsdns-57.net,,
saudeaps.com.br,saudeaps.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,,,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",saudeaps.com.br,,No MX records found. Is the domain parked?,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about saudeaps.com.br - Authorization record not found: saudeaps.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext02.amilonline.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br,,
sca.health,sca.health,False,True,False,,,,,,,,,,,"0, sca-health.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns05.domaincontrol.com|ns06.domaincontrol.com,,
scasurgery.com,scasurgery.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcfailure@scasurgery.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:207.223.114.15 ip4:216.71.150.115 ip4:158.228.129.79 ip4:67.231.149.86 ip4:148.163.156.240 ip4:167.89.94.197 include:Spf.protection.outlook.com include:Spf.constantcontact.com include:_spfae.corpmailsvcs.com include:res.cisco.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcfailure@scasurgery.com",scasurgery.com,,,,,,,ns35.domaincontrol.com|ns36.domaincontrol.com,,
sccottonwood.com,sccottonwood.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('sccottonwood.com does not have a SPF TXT record ', 'sccottonwood.com')",,A DMARC record does not exist for this domain or its base domain,,ns59.domaincontrol.com|ns60.domaincontrol.com,,
scdmwest.com,scdmwest.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('scdmwest.com does not have a SPF TXT record ', 'scdmwest.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
scgrovecreek.com,scgrovecreek.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('scgrovecreek.com does not have a SPF TXT record ', 'scgrovecreek.com')",,A DMARC record does not exist for this domain or its base domain,,ns37.domaincontrol.com|ns38.domaincontrol.com,,
scsouthogden.com,scsouthogden.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('scsouthogden.com does not have a SPF TXT record ', 'scsouthogden.com')",,A DMARC record does not exist for this domain or its base domain,,ns05.domaincontrol.com|ns06.domaincontrol.com,,
sctcfl.com,sctcfl.com,False,False,False,,,,,,,,,,,"10, mail.mdofficemail.com|20, mail2.mdofficemail.com",,,,,,,174.138.170.25 does not have any reverse DNS (PTR) records,"('sctcfl.com does not have a SPF TXT record ', 'sctcfl.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
smalv.com,smalv.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,smalv.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
solsticebenefits.com,solsticebenefits.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:dmarc@solsticebenefits.com|mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc@solsticebenefits.com|mailto:unitedhealthgroup@rua.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.mandrillapp.com include:spf.protection.outlook.com include:_spfae.corpmailsvcs.com -all,"v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:dmarc@solsticebenefits.com,mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:dmarc@solsticebenefits.com,mailto:unitedhealthgroup@rua.agari.com;",solsticebenefits.com,,,,,,,ns1.ral.hostedsolutions.com|ns1.lit.hostedsolutions.com|ns1.clt.hostedsolutions.com|ns1.bos.hostedsolutions.com,,
spartanburgsurgerycenter.com,spartanburgsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('spartanburgsurgerycenter.com does not have a SPF TXT record ', 'spartanburgsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
specialistmanagementsolutions.com,specialistmanagementsolutions.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com include:res.cisco.com include:_spf.salesforce.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,specialistmanagementsolutions.com,,,,,,,ns17.domaincontrol.com|ns18.domaincontrol.com,,
spectera.com,spectera.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,spectera.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
