domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
amazon.ml,AMZN,amazon.ml,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc-reports@bounces.amazon.com,mailto:dmarc-reports@bounces.amazon.com,reject,,,,v=spf1 include:amazon.com -all,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-reports@bounces.amazon.com; ruf=mailto:dmarc-reports@bounces.amazon.com,amazon.ml,,No MX records found. Is the domain parked?,,,,"bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.ml - Authorization record not found: amazon.ml._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""|bounces.amazon.com does not indicate that it accepts DMARC reports about amazon.ml - Authorization record not found: amazon.ml._report._dmarc.bounces.amazon.com ""                     IN TXT ""v=DMARC1""",nsgbr.comlaude.co.uk|nssui.comlaude.ch|nsusa.comlaude.net,,
amazon.mx,AMZN,amazon.mx,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazon.mx,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazon.mx - Authorization record not found: amazon.mx._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazon.mx - Authorization record not found: amazon.mx._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns1.ultradns.net|pdns2.ultradns.net|pdns3.ultradns.org|pdns4.ultradns.org|pdns5.ultradns.info|pdns6.ultradns.co.uk,,
amazon.pl,AMZN,amazon.pl,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.pl,,,,,,,ns2.amzndns.com|ns1.amzndns.org|ns2.amzndns.org|ns1.amzndns.net|ns1.amzndns.com|ns2.amzndns.net|ns2.amzndns.co.uk|ns1.amzndns.co.uk,,
amazon.sa,AMZN,amazon.sa,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.sa,,,,,,,ns2.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.com|ns1.amzndns.org|ns2.amzndns.com|ns1.amzndns.net|ns1.amzndns.co.uk|ns2.amzndns.net,,
amazon.sg,AMZN,amazon.sg,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,amazon.sg,,,,,,,ns1.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.co.uk|ns1.amzndns.org|ns1.amzndns.com|ns1.amzndns.net|ns2.amzndns.net|ns2.amzndns.org,,
amazonaws.com,AMZN,amazonaws.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:aws-marketing-email-dmarc-rua-reports@dmarc.amazonaws.com,mailto:aws-marketing-email-dmarc-ruf-reports@dmarc.amazonaws.com,none,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com ~all,v=DMARC1; p=quarantine; sp=none; pct=100; rua=mailto:aws-marketing-email-dmarc-rua-reports@dmarc.amazonaws.com; ruf=mailto:aws-marketing-email-dmarc-ruf-reports@dmarc.amazonaws.com,amazonaws.com,,,,,,,ns-1321.awsdns-37.org|ns-1670.awsdns-16.co.uk|ns-27.awsdns-03.com|ns-967.awsdns-56.net,,
amazongames.com,AMZN,amazongames.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazongames.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazongames.com - Authorization record not found: amazongames.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazongames.com - Authorization record not found: amazongames.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns-1284.awsdns-32.org|ns-1746.awsdns-26.co.uk|ns-918.awsdns-50.net|ns-99.awsdns-12.com,,
amazonkindle.com,AMZN,amazonkindle.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonkindle.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonkindle.com - Authorization record not found: amazonkindle.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonkindle.com - Authorization record not found: amazonkindle.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns1.ultradns.net|pdns2.ultradns.net|pdns3.ultradns.org|pdns4.ultradns.org|pdns5.ultradns.info|pdns6.ultradns.co.uk,,
amazonmusic.com,AMZN,amazonmusic.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonmusic.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonmusic.com - Authorization record not found: amazonmusic.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonmusic.com - Authorization record not found: amazonmusic.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns1.amzndns.co.uk|ns1.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.net|ns2.amzndns.com|ns2.amzndns.org|ns1.amzndns.com,,
amazonprime.com,AMZN,amazonprime.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,amazonprime.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonprime.com - Authorization record not found: amazonprime.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about amazonprime.com - Authorization record not found: amazonprime.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",ns1.amzndns.com|ns1.amzndns.co.uk|ns2.amzndns.com|ns1.amzndns.org|ns2.amzndns.net|ns2.amzndns.org|ns2.amzndns.co.uk|ns1.amzndns.net,,
amazonses.com,AMZN,amazonses.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:rua@dmarc.amazonses.com,mailto:ruf@dmarc.amazonses.com,quarantine,"10, feedback-smtp.us-east-1.amazonses.com",,,v=spf1 ip4:199.255.192.0/22 ip4:199.127.232.0/22 ip4:54.240.0.0/18 ip4:69.169.224.0/20 ip4:23.249.208.0/20 ip4:23.251.224.0/19 ip4:76.223.176.0/20 ip4:52.82.172.0/22 ip4:54.240.64.0/19 ip4:54.240.96.0/19 ip4:76.223.128.0/19 -all,v=DMARC1; p=quarantine; rua=mailto:rua@dmarc.amazonses.com; ruf=mailto:ruf@dmarc.amazonses.com,amazonses.com,,,,,,,ns-1130.awsdns-13.org|ns-1722.awsdns-23.co.uk|ns-265.awsdns-33.com|ns-882.awsdns-46.net,,
americanathletic.com,BRK,americanathletic.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:fruit@rua.agari.com,mailto:fruit@ruf.agari.com,reject,"10, americanathletic-com.mail.protection.outlook.com",,,v=spf1 mx include:icpbounce.com include:spf.protection.outlook.com include:bmsend.com include:spf.mandrillapp.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:fruit@rua.agari.com; ruf=mailto:fruit@ruf.agari.com,americanathletic.com,,,,,,,udns1.cscdns.net|udns2.cscdns.uk,,
americanhealthpackaging.com,COR,americanhealthpackaging.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 mx a ip4:129.33.204.13 include:spf.protection.outlook.com include:spf-00320f01.pphosted.com ~all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,americanhealthpackaging.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.135.48 is mx0a-00320f01.pphosted.com, but the A/AAAA DNS records for mx0a-00320f01.pphosted.com do not resolve to 148.163.135.48|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.135.48 is mx0a-00320f01.pphosted.com, but the A/AAAA DNS records for mx0a-00320f01.pphosted.com do not resolve to 148.163.135.48",,,,,dns4.p08.nsone.net|dns2.p08.nsone.net|dns1.p08.nsone.net|dns3.p08.nsone.net|ns2.amerisourcebergen.com,,
amerigroup.com,ELV,amerigroup.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-001bee01.gslb.pphosted.com|10, mxb-001bee01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,amerigroup.com,,,,,,,ns2.domain53hosting.com|ns3.domain53hosting.com|ns1.domain53hosting.com,,
amerisourcebergen.com,COR,amerisourcebergen.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,amerisourcebergen.com,,,,,,,dns4.p08.nsone.net|dns2.p08.nsone.net|dns1.p08.nsone.net|ns2.amerisourcebergen.com|dns3.p08.nsone.net,,
ameritrack.com,BRK,ameritrack.com,True,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, ameritrack-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:199.246.211.132 ip4:192.254.121.248 include:_phishspf.knowbe4.com exists:%{i}.spf.hc2759-0.iphmx.com ~all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com;,ameritrack.com,,,,,,,rosa.ns.cloudflare.com|carmelo.ns.cloudflare.com,,
amigofamilycounseling.com,UNH,amigofamilycounseling.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,amigofamilycounseling.com,,,,,,,edns4.ultradns.biz|edns4.ultradns.com|edns4.ultradns.net|edns4.ultradns.org|epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
amtsurgerycenter.com,UNH,amtsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('amtsurgerycenter.com does not have a SPF TXT record ', 'amtsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns51.domaincontrol.com|ns52.domaincontrol.com,,
anacosta.com.br,UNH,anacosta.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"1, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 ip4:129.146.91.38 ip4:129.146.232.229 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",anacosta.com.br,,,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about anacosta.com.br - Authorization record not found: anacosta.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext01.amilonline.com.br|dnsext02.amilonline.com.br|dnsext03.amilonline.com.br|dnsext04.amilonline.com.br,,
andersonfittings.com,BRK,andersonfittings.com,False,True,False,,,,,,,,,,,"0, andersonfittings-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns35.domaincontrol.com|ns36.domaincontrol.com,,
android.com,GOOG,android.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:mailauth-reports@google.com,,reject,"10, aspmx.l.google.com|20, alt1.aspmx.l.google.com|20, alt2.aspmx.l.google.com|30, aspmx2.googlemail.com|30, aspmx3.googlemail.com|30, aspmx4.googlemail.com|30, aspmx5.googlemail.com",,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=reject; sp=reject; rua=mailto:mailauth-reports@google.com,android.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,ns4.google.com|ns1.google.com|ns3.google.com|ns2.google.com,,
angelopo.com,BRK,angelopo.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,,,none,"1, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, aspmx2.googlemail.com|10, aspmx3.googlemail.com",,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none;,angelopo.com,,,,,,rua tag (destination for aggregate reports) not found,ns90.worldnic.com|ns89.worldnic.com,,
antelopevalleysurgerycenter.com,UNH,antelopevalleysurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('antelopevalleysurgerycenter.com does not have a SPF TXT record ', 'antelopevalleysurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
anthem.com,ELV,anthem.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-001bee01.gslb.pphosted.com|10, mxb-001bee01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,anthem.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.156.84 is mx0a-001bee01.pphosted.com, but the A/AAAA DNS records for mx0a-001bee01.pphosted.com do not resolve to 148.163.156.84",,,,,ns1.domain53hosting.com|ns3.domain53hosting.com|ns2.domain53hosting.com,,
apemissions.com,BRK,apemissions.com,False,True,False,,,,,,,,,,,"10, apemissions-com.mail.protection.outlook.com",,,v=spf1 a mx ptr a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com ~all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5,A DMARC record does not exist for this domain or its base domain,,ns36.worldnic.com|ns35.worldnic.com,,
apexitool.net,BRK,apexitool.net,False,True,False,,,,,,,,,,,"1, mx.c1.icoremail.net|10, mx2.c1.icoremail.net",,,v=spf1 include:spf.icoremail.net -all,,,,59.111.193.101 does not have any reverse DNS (PTR) records|59.111.193.102 does not have any reverse DNS (PTR) records|59.111.193.103 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,dns19.hichina.com|dns20.hichina.com,,
apple.com,APPL,apple.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,reject,"10, mx-in.g.apple.com|20, mx-in-hfd.apple.com|20, mx-in-mdn.apple.com|20, mx-in-rno.apple.com|20, mx-in-vib.apple.com",,,v=spf1 include:_spf.apple.com include:_spf-txn.apple.com ~all,v=DMARC1; p=quarantine; sp=reject; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com;,apple.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 17.32.222.242 is mx-in-mdn.apple.com, but the A/AAAA DNS records for mx-in-mdn.apple.com do not resolve to 17.32.222.242|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 17.57.165.2 is mx-in-hfd.apple.com, but the A/AAAA DNS records for mx-in-hfd.apple.com do not resolve to 17.57.165.2",,,,,a.ns.apple.com|b.ns.apple.com|c.ns.apple.com|d.ns.apple.com,,
applecaremedical.com,UNH,applecaremedical.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:161.249.187.137 ip4:161.249.187.144 ip4:161.249.187.145 ip4:161.249.187.146 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,applecaremedical.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
archwellhealth.com,UNH,archwellhealth.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:noreply@archwellhealth.com,mailto:noreply@archwellhealth.com,none,"0, archwellhealth-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:66.171.149.100 ip4:66.171.149.99 ip4:54.174.209.165 ip4:13.92.120.77 ip4:13.64.63.63 include:_spf.salesforce.com include:_spf.elasticemail.com -all,v=DMARC1;p=none;pct=100;rua=mailto:noreply@archwellhealth.com;ruf=mailto:noreply@archwellhealth.com,archwellhealth.com,,,,,,,ns11.domaincontrol.com|ns12.domaincontrol.com,,
arisemedicalcenter.com,UNH,arisemedicalcenter.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:rua+arisemedicalcenter.com@dmarc.barracudanetworks.com,mailto:ruf+arisemedicalcenter.com@dmarc.barracudanetworks.com,reject,"0, d222021a.ess.barracudanetworks.com|5, d222021b.ess.barracudanetworks.com",,,v=spf1 ip4:24.173.237.213 include:spf.ess.barracudanetworks.com -all,v=DMARC1; p=reject; fo=1; rua=mailto:rua+arisemedicalcenter.com@dmarc.barracudanetworks.com; ruf=mailto:ruf+arisemedicalcenter.com@dmarc.barracudanetworks.com,arisemedicalcenter.com,,,,,,,owen.ns.cloudflare.com|rachel.ns.cloudflare.com,,
asdhealthcare.com,COR,asdhealthcare.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,asdhealthcare.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.135.48 is mx0a-00320f01.pphosted.com, but the A/AAAA DNS records for mx0a-00320f01.pphosted.com do not resolve to 148.163.135.48|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.135.48 is mx0a-00320f01.pphosted.com, but the A/AAAA DNS records for mx0a-00320f01.pphosted.com do not resolve to 148.163.135.48",,,,,dns2.p08.nsone.net|dns1.p08.nsone.net|dns4.p08.nsone.net|ns2.amerisourcebergen.com|dns3.p08.nsone.net,,
ashospital.net,UNH,ashospital.net,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('ashospital.net does not have a SPF TXT record', 'ashospital.net'), 'ashospital.net')",,A DMARC record does not exist for this domain or its base domain,,ns31.domaincontrol.com|ns32.domaincontrol.com,,
atlantaoutpatientsurgerycenter.com,UNH,atlantaoutpatientsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('atlantaoutpatientsurgerycenter.com does not have a SPF TXT record ', 'atlantaoutpatientsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns57.domaincontrol.com|ns58.domaincontrol.com,,
