domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
sterlingcraneusa.com,sterlingcraneusa.com,False,True,False,,,,,,,,,,,"10, eforward1.registrar-servers.com|10, eforward2.registrar-servers.com|10, eforward3.registrar-servers.com|15, eforward4.registrar-servers.com|20, eforward5.registrar-servers.com",,,v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dns1.registrar-servers.com|dns2.registrar-servers.com,,
storeopeningsolutions.com,storeopeningsolutions.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:dmarc@mailinblue.com,mailto:dmarc@mailinblue.com,none,"10, mx0a-0068c101.pphosted.com|10, mx0b-0068c101.pphosted.com",,,v=spf1 ip4:205.220.179.91  ip4:205.220.167.91 include:spf.protection.outlook.com include:spf.sendinblue.com ~all,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400,storeopeningsolutions.com,,,,,,,ns45.domaincontrol.com|ns46.domaincontrol.com,,
taegutec.com,taegutec.com,False,True,False,,,,,,,,,,,"0, taegutec-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns.gabia.co.kr|ns1.gabia.co.kr|ns.gabia.net,,
tbseng.co.uk,tbseng.co.uk,False,True,False,,,,,,,,,,,"0, tbseng-co-uk.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com -all,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.68.18 is mail-db4pr02cu00302.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-db4pr02cu00302.inbound.protection.outlook.com do not resolve to 52.101.68.18",,,A DMARC record does not exist for this domain or its base domain,,ns25.domaincontrol.com|ns26.domaincontrol.com,,
tenntex.com,tenntex.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:exgadmin@tenntex.com,mailto:exgadmin@tenntex.com,quarantine,"0, tenntex-com.mail.protection.outlook.com",,,v=spf1 include:spf.mtaroutes.com include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:exgadmin@tenntex.com; ruf=mailto:exgadmin@tenntex.com; rf=afrf; fo=1; pct=100; adkim=r; aspf=r,tenntex.com,,,,,,DMARC record at root of tenntex.com has no effect,cruz.ns.cloudflare.com|leland.ns.cloudflare.com,,
tewire.com,tewire.com,False,True,False,,,,,,,,,,,"0, mx1-us1.ppe-hosted.com|0, mx2-us1.ppe-hosted.com|0, tewire-com.mail.protection.outlook.com",,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns8496.hostgator.com|ns8495.hostgator.com,,
thepartshq.com,thepartshq.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('thepartshq.com does not have a SPF TXT record', 'thepartshq.com'), 'thepartshq.com')",,A DMARC record does not exist for this domain or its base domain,,ns41.domaincontrol.com|ns42.domaincontrol.com,,
tmiclimatesolutions.com,tmiclimatesolutions.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rep@tmiclimatesolutions.com,mailto:dmarc_rep@tmiclimatesolutions.com,none,"0, tmiclimatesolutions-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rep@tmiclimatesolutions.com; ruf=mailto:dmarc_rep@tmiclimatesolutions.com;,tmiclimatesolutions.com,,104.47.75.228 does not have any reverse DNS (PTR) records,,,,,ns68.domaincontrol.com|ns67.domaincontrol.com,,
tonylama.com,tonylama.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,tonylama.com,,,,,,,ns-1174.awsdns-18.org|ns-1796.awsdns-32.co.uk|ns-286.awsdns-35.com|ns-889.awsdns-47.net,,
trackmobile.com,trackmobile.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, trackmobile-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com;,trackmobile.com,,,,,,,carmelo.ns.cloudflare.com|rosa.ns.cloudflare.com,,
tradefixtures.com,tradefixtures.com,True,True,False,,,,,,,,,,,"0, tradefixtures-com.mail.protection.outlook.com",,,v=spf1 ip4:192.169.84.2 +a +mx +ip4:69.162.100.2 +ip4:168.245.111.12 include:sendgrid.net include:spf.sendinblue.com include:spf.protection.outlook.com -all,,,,52.101.8.36 does not have any reverse DNS (PTR) records|52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns-cloud-c1.googledomains.com|ns-cloud-c2.googledomains.com|ns-cloud-c3.googledomains.com|ns-cloud-c4.googledomains.com,,
transcorailway.com,transcorailway.com,True,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,reject,"0, transcorailway-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:198.37.147.129 -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.dmarcian.com;,transcorailway.com,,,,,,,ns91.worldnic.com|ns92.worldnic.com,,
triangleusa.com,triangleusa.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,,,quarantine,"10, triangleusa-com.mail.protection.outlook.com",,,v=spf1 ip4:50.203.210.65 include:spf.docufire.com include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100,triangleusa.com,,,,,,rua tag (destination for aggregate reports) not found,ns9.wixdns.net|ns8.wixdns.net,,
tsebrakes.com,tsebrakes.com,True,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:dmarc@tsebrakes.com|mailto:re+de830y0yscu@dmarc.postmarkapp.com,mailto:dmarc@tsebrakes.com,quarantine,"0, tsebrakes-com.mail.protection.outlook.com",,,v=spf1 mx a ip4:201.171.245.70/32 ip4:198.72.99.14/32 ip4:70.88.73.25/32 ip4:209.10.194.6/32 ip4:174.142.221.23/32 ip4:20.81.185.62/32 include:spf.protection.outlook.com -all,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@tsebrakes.com,mailto:re+de830y0yscu@dmarc.postmarkapp.com; ruf=mailto:dmarc@tsebrakes.com; fo=1",tsebrakes.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,pdns09.domaincontrol.com|pdns10.domaincontrol.com,,
tti.com,tti.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-00179101.gslb.pphosted.com|10, mxb-00179101.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,tti.com,,,,,,,ns5.dnsmadeeasy.com|ns2.ttiinc.com|ns1.ttiinc.com|ns6.dnsmadeeasy.com|ns7.dnsmadeeasy.com,,
tuckersafety.com,tuckersafety.com,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com include:mailgun.org ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns27.domaincontrol.com|ns28.domaincontrol.com,,
tungaloy.com,tungaloy.com,False,False,True,r,r,1:::d:::s,none,100,a:f:r:f,86400,mailto:dmarc@xjndn8q2.uriports.com,mailto:dmarc@xjndn8q2.uriports.com,none,,,,,v=DMARC1; p=none; rua=mailto:dmarc@xjndn8q2.uriports.com; ruf=mailto:dmarc@xjndn8q2.uriports.com; fo=1:d:s,tungaloy.com,,No MX records found. Is the domain parked?,"('tungaloy.com does not have a SPF TXT record ', 'tungaloy.com')",,,,art.ns.cloudflare.com|tina.ns.cloudflare.com,,
unarco.com,unarco.com,True,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:rua+unarco.com@dmarc.barracudanetworks.com,mailto:ruf+unarco.com@dmarc.barracudanetworks.com,none,"10, d188819a.ess.barracudanetworks.com|20, d188819b.ess.barracudanetworks.com",,,v=spf1 include:spf.ess.barracudanetworks.com include:spf.protection.outlook.com ip4:173.184.186.226 ip4:173.184.186.227 ip4:69.16.238.95 ~all,v=DMARC1; p=none; fo=1; rua=mailto:rua+unarco.com@dmarc.barracudanetworks.com; ruf=mailto:ruf+unarco.com@dmarc.barracudanetworks.com,unarco.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 209.222.82.253 is mail.ess.barracuda.com, but the A/AAAA DNS records for mail.ess.barracuda.com do not resolve to 209.222.82.253|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 209.222.82.255 is mail.ess.barracuda.com, but the A/AAAA DNS records for mail.ess.barracuda.com do not resolve to 209.222.82.255",,,,,ns29.worldnic.com|ns30.worldnic.com,,
uniformcomponents.com,uniformcomponents.com,True,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,reject,"0, uniformcomponents-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:199.246.211.132 ip4:192.254.121.248 include:_phishspf.knowbe4.com ip4:216.71.142.137 ip4:216.71.142.130 ip4:216.71.147.131 ip4:216.71.147.126 ip4:199.250.221.14 ip4:12.215.89.34 ~all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.dmarcian.com;,uniformcomponents.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns43.worldnic.com|ns44.worldnic.com,,
usli.com,usli.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"20, mx0a-0013b701.pphosted.com|20, mx0b-0013b701.pphosted.com",,,v=spf1 ip4:208.84.65.86/32 ip4:208.86.201.72/32 ip4:207.106.106.0/24 ip4:50.233.130.0/24 ip4:52.146.55.134/32 include:servers.mcsv.net include:docebosaas.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,usli.com,,,,,,,abby.ns.cloudflare.com|boyd.ns.cloudflare.com,,
webbwheel.com,webbwheel.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,84600,mailto:shill@webbwheel.com,mailto:shill@webbwheel.com,reject,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com -all,v=DMARC1;p=quarantine;rua=mailto:shill@webbwheel.com;ruf=mailto:shill@webbwheel.com;sp=reject;ri=84600;,webbwheel.com,,,,,,,dbru.br.ns.els-gms.att.net|dmtu.mt.ns.els-gms.att.net,,
wellslamont.com,wellslamont.com,True,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 mx include:spf.protection.outlook.com a ip4:50.116.48.152/32 ip4:173.255.224.45/32 ip4:50.116.48.101/32  a:dispatch-us.ppe-hosted.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,peyton.ns.cloudflare.com|sue.ns.cloudflare.com,,
wellslamontindustrial.com,wellslamontindustrial.com,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 a:dispatch-us.ppe-hosted.com include:mailgun.org include:spf.protection.outlook.com ~all,,,,,,,"Unrelated TXT records were discovered. These should be removed, as some receivers may not expect to find unrelated TXT records at _dmarc.wellslamontindustrial.com

google-site-verification=gR3LnRtuUcrfygzFxW_YaxQmRvNglu5iKaG6c-2-vAI",,ns11.worldnic.com|ns12.worldnic.com,,
wescofinancial.com,wescofinancial.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(NoNameservers('All nameservers failed to answer the query wescofinancial.com. IN TXT: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL'), 'wescofinancial.com')",,All nameservers failed to answer the query _dmarc.wescofinancial.com. IN TXT: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL,,ns2.bodis.com|ns1.bodis.com,,
wilbert.com,wilbert.com,False,False,True,r,r,1:::d:::s,none,100,a:f:r:f,86400,mailto:administrator@wilbert.com,mailto:administrator@wilbert.com,none,"10, mxa-005aa901.gslb.pphosted.com|10, mxb-005aa901.gslb.pphosted.com",,,v=spf1 mx a ip4:192.155.73.82/32 ip4:192.155.73.83/32 ip4:192.155.73.86/32 ip4:192.155.73.87/32 ip4:135.26.243.30/32 ip4:199.116.138.193/32 include:netblocks.dovetailinternet.net include:spf.myconnectwise.net include:americaneagle.com include:spf-005aa901.pphosted.com include:spf.protection.outlook.com include:_spf.spm.knowbe4.com include:_spf.netsolus.com include:spf-us.emailsignatures365.com -all,v=DMARC1; p=none; rua=mailto:administrator@wilbert.com; ruf=mailto:administrator@wilbert.com; fo=1:d:s,wilbert.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.220.177.186 is mx0b-005aa901.pphosted.com, but the A/AAAA DNS records for mx0b-005aa901.pphosted.com do not resolve to 205.220.177.186",Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,,ns13.worldnic.com|ns14.worldnic.com,,
wilbertplastics.com,wilbertplastics.com,False,True,False,,,,,,,,,,,,,,v=spf1 +a +mx +ip4:108.168.185.66 ~all,,,,No MX records found. Is the domain parked?,,wilbertplastics.com does not have any MX records,A DMARC record does not exist for this domain or its base domain,,ns2.neteffect-tech.net|ns4.neteffect-tech.net,,
wleiprocoves.com,wleiprocoves.com,False,True,False,,,,,,,,,,,"0, wleiprocoves-com.mail.protection.outlook.com",,,v=spf1 ip4:185.12.1.215 ip4:185.12.1.213 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dns1.oci-sa.fr|dns2.oci-sa.fr,,
worldbook.com,worldbook.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,,,none,"5, mx1-us1.ppe-hosted.com|6, mx2-us1.ppe-hosted.com",,,v=spf1 include:amazonses.com include:spf.protection.outlook.com include:aspmx.pardot.com include:_spf.psm.knowbe4.com a:dispatch-us.ppe-hosted.com include:sendgrid.net include:_spf.salesforce.com -all,v=DMARC1; p=none;,worldbook.com,,,,,,rua tag (destination for aggregate reports) not found,jerry.ns.cloudflare.com|lisa.ns.cloudflare.com,,
xtralease.com,xtralease.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc_agg@vali.email,,reject,"0, xtra-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,xtralease.com,,,,,,,dmtu.mt.ns.els-gms.att.net|dbru.br.ns.els-gms.att.net,,
